id,listing_url,scrape_id,last_scraped,source,name,neighborhood_overview,host_id,host_url,host_name,host_since,host_location,host_about,host_response_time,host_response_rate,host_acceptance_rate,host_is_superhost,host_thumbnail_url,host_picture_url,host_neighbourhood,host_listings_count,host_total_listings_count,host_verifications,host_has_profile_pic,host_identity_verified,neighbourhood,neighbourhood_cleansed,neighbourhood_group_cleansed,latitude,longitude,property_type,room_type,accommodates,bathrooms,bathrooms_text,bedrooms,beds,amenities,price,minimum_nights,maximum_nights,minimum_minimum_nights,maximum_minimum_nights,minimum_maximum_nights,maximum_maximum_nights,minimum_nights_avg_ntm,maximum_nights_avg_ntm,calendar_updated,has_availability,availability_30,availability_60,availability_90,availability_365,calendar_last_scraped,number_of_reviews,number_of_reviews_ltm,number_of_reviews_l30d,first_review,last_review,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value,license,instant_bookable,calculated_host_listings_count,calculated_host_listings_count_entire_homes,calculated_host_listings_count_private_rooms,calculated_host_listings_count_shared_rooms,reviews_per_month
26639417,https://www.airbnb.com/rooms/26639417,20231220185646,2023-12-20,city scrape,Rental unit in Oakland · *4.91 · 2 bedrooms · 2 beds · 1 bath,"The fun and popular Rockridge and Temescal neighborhoods are some of the best in Oakland. The apartment is centrally located just a couple blocks in either direction to these highly walkable neighborhoods found on College, Claremont and Telegraph Avenues. You will be delighted to find an abundance of coffee houses, markets, cafes, pubs, boutiques, parks, playgrounds and a fabulous Sunday morning farmers market.<br /><br />We are 2.5 miles to the UC Berkeley campus and a few blocks from CCA. Trader Joe's and Whole Foods are very close by. We are also very close to other great neighborhoods such as Piedmont, Lake Merritt and Montclair The lovely hills and redwood forest are just a fifteen minute drive away.",274693,https://www.airbnb.com/users/show/274693,Jeri,2010-10-30,"San Francisco, CA","I'm a guitarist, I've worked in the music industry for many years. I love traveling, and I love hosting with Air BnB - helping to introduce new people to our sweet neighborhood and the Bay Area.",within an hour,100%,98%,t,https://a0.muscache.com/im/pictures/user/91c1e92e-8c71-4938-8443-acd359154de6.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/91c1e92e-8c71-4938-8443-acd359154de6.jpg?aki_policy=profile_x_medium,Fairview Park,2,4,"['email', 'phone', 'work_email']",t,t,"Oakland, California, United States",Fairview Park,,37.8426,-122.25961,Entire rental unit,Entire home/apt,4,,1 bath,,2,[],$153.00,2,1125,2,2,1125,1125,2.0,1125.0,,t,5,34,59,316,2023-12-20,238,40,1,2018-08-09,2023-11-21,4.91,4.89,4.94,4.98,4.99,4.91,4.8,,f,2,2,0,0,3.64
26641175,https://www.airbnb.com/rooms/26641175,20231220185646,2023-12-20,city scrape,Loft in Emeryville · *4.98 · 1 bedroom · 2 beds · 1 bath,"Walk to local restaurants, cafes, bars and Bay Street shops and small boutiques. <br />Pixar Animation Studios & Bullseye Glass call Emeryville home, contributing to the creative, urban feel.<br /><br />10 min drive to Oakland & Berkeley.<br />20 min ( 9 miles ) to Moscone Center in San Francisco. <br />10 - 20 min drive to downtown San Francisco.<br />30 - 40 min to SFO and OAK.<br /><br />Exercise 💪🏽🏋🏻🏃🏽‍♀️:<br />Swimming pool and Running track right across the street - perfect for your daily run / swim. <br />There is also an open air outdoor exercise gym, a 2 min walk up the street.<br /><br /><br />🔻ADULTS ONLY<br />🔻MAX occupancy 2 persons at ALL TIMES<br />🔻Registered guests ONLY / NO visitors<br />🔻NO gatherings / NO parties<br />🔻NO pets / animals due to family allergy!<br />🔻📸 outdoor surveillance installed, facing the street, monitoring outdoor staircase, porch and entry door. All devices record audio, when motion is detected 24/7",4624994,https://www.airbnb.com/users/show/4624994,Albena,2013-01-08,"San Francisco, CA","Hi! We are Albena and Nikolay!

We are kind, friendly, considerate, respectful and easy-going. 
We share great love for design, architecture and transforming spaces. 

We are both vegetarians and world travelers. 

We are interested in social justice, sustainability, design, art and music. 
We share a great love for all people, animals, and our planet. 

We were both born and raised in Europe and currently, we've made beautiful San Francisco Bay Area home. 
Albena also has lived in Sofia, Bulgaria; Osnabrück, Germany; Berlin, Germany and Thessaloniki, Greece. 

Nikolay is a musician, landscape architect, designer and a small business owner. 

We are both friendly, respectful couple, who love to travel and explore different places and cultures!

We have designed and built this space for our family and friends visiting from Europe. 
Sometimes our family visits for 6 months out of the year, the rest of the time - we enjoy hosting the world!

Happy traveling!",within an hour,100%,100%,t,https://a0.muscache.com/im/pictures/user/f4ddd71a-0e91-4e5f-8d62-cf5aff4721ae.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/f4ddd71a-0e91-4e5f-8d62-cf5aff4721ae.jpg?aki_policy=profile_x_medium,Golden Gate,8,10,"['email', 'phone', 'work_email']",t,t,"Emeryville, California, United States",Golden Gate,,37.8373,-122.28272,Entire loft,Entire home/apt,2,,1 bath,,2,[],$259.00,3,1125,3,3,1125,1125,3.0,1125.0,,t,19,49,79,259,2023-12-20,139,19,2,2018-07-26,2023-11-27,4.98,4.97,4.95,5.0,4.97,4.92,4.89,,f,6,6,0,0,2.11
26671477,https://www.airbnb.com/rooms/26671477,20231220185646,2023-12-21,previous scrape,Guesthouse in Oakland · *4.94 · 2 bedrooms · 3 beds · 1 bath,"Our neighborhood is a quiet residential area full of professionals from all backgrounds. The area boasts panoramic views of San Francisco and the Oakland Hills. Parking is free and plentiful.<br /><br />Only ten minutes from downtown Oakland and 20 minutes to downtown San Francisco. We are less than 5 miles to the Oakland airport and 16 miles to SFO. Kaiser Hospital Oakland and San Leandro are less than 6 miles away. <br /><br />A central location makes traveling to work or play efficient. We are less than 20 minutes away from San Francisco and 45 minutes away from Silicon Valley/San Jose, depending on traffic! A weekend escape to Napa or Sonoma is 35 miles away.<br /><br />Gorgeous hiking trails in redwood parks are less than 5 minutes away.",2249460,https://www.airbnb.com/users/show/2249460,Carrie,2012-04-29,"Oakland, CA","10 yrs in the PacNorthWest (a little town outside of Seattle most people don't know of) + 10 yrs in The MidWest (family-friendly metro that's home to the Indy 500) + 18 yrs strong in the WestWest (sf/bayarea/oakland)

Marketer by trade / Anthropologist by nature: I'm fascinated by people, culture, and economics. Even more excited about social entrepreneurs and business for good. 

After years of competitive and professional figure skating, I love being active: dancing, snowboarding, hiking, biking, and whatever gets me to work up a sweat. I also love wine... and have been called a snob:(

Married to a man I met in SF who also happens to be from the same small town outside of WA (and to think we didn't even know each other there) We have (2) kiddo's (1) mini schnauzer and love our family!
",N/A,N/A,86%,f,https://a0.muscache.com/im/pictures/user/85ac16b3-ce8d-46a2-a342-f5b008aa7c68.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/85ac16b3-ce8d-46a2-a342-f5b008aa7c68.jpg?aki_policy=profile_x_medium,Elmhurst,2,2,"['email', 'phone', 'work_email']",t,t,"Oakland, California, United States",Eastmont Hills,,37.77062,-122.16523,Entire guesthouse,Entire home/apt,6,,1 bath,,3,[],,5,1125,5,5,1125,1125,5.0,1125.0,,,0,0,0,0,2023-12-21,51,1,0,2018-08-06,2023-01-07,4.94,4.9,4.94,4.94,4.96,4.86,4.94,,f,2,2,0,0,0.78
26688642,https://www.airbnb.com/rooms/26688642,20231220185646,2023-12-20,city scrape,Guesthouse in Oakland · *5.0 · 1 bedroom · 2 beds · 1 bath,"We are centrally located in a working-class neighborhood comprised of a diverse mix of people that truly represent Oakland.<br /><br />You can access any part of the city within a quick 5 to 15-minute drive. <br /><br />Explore Oakland's many unique cultural tapestries – museums, theaters, lively music venues, and culinary delights.  <br /><br />With picturesque parks, including the stunning Redwood Regional Park and the iconic Lake Merritt, Oakland provides ample opportunities for outdoor recreation and relaxation.",186695407,https://www.airbnb.com/users/show/186695407,Shirley,2018-04-28,"Oakland, CA","I'm a self-employed entrepreneur.  I love spending my free time with my family. I love to travel, read, and cook. My favorite food is cake!",within an hour,100%,100%,f,https://a0.muscache.com/im/pictures/user/User-186695407/original/9e626f92-4f66-4964-bfc6-4d171c0265f3.jpeg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/User-186695407/original/9e626f92-4f66-4964-bfc6-4d171c0265f3.jpeg?aki_policy=profile_x_medium,Highland Terrace,1,1,"['email', 'phone']",t,f,"Oakland, California, United States",Highland Terrace,,37.79152154233157,-122.22968943037837,Entire guesthouse,Entire home/apt,2,,1 bath,,2,[],$127.00,2,21,2,2,21,21,2.0,21.0,,t,19,32,32,32,2023-12-20,6,6,1,2023-07-31,2023-11-29,5.0,5.0,5.0,5.0,5.0,4.67,4.83,,f,1,1,0,0,1.26
26869104,https://www.airbnb.com/rooms/26869104,20231220185646,2023-12-21,city scrape,Home in Oakland · *4.63 · 1 bedroom · 2 beds · 1 bath,,1372108,https://www.airbnb.com/users/show/1372108,Loushana,2011-11-05,"Los Angeles, CA","I am a native to California.  I have two location in California, one in Southern California (Los Angeles) and one in Northern California (Oakland). The best of both worlds.  Both places are extremely beautiful and have different things to offer.  

I am an artist and gallery owner in the LA area, but grew up in the Bay Area.  I love traveling the world and meeting all different kinds of people.  As they say, ""I am a people person"" and I am not afraid explore different lands, oceans, rivers and cultures.  I love food and cooking from all different regions.  I am also family women, who values my time with my loved ones and children. ",within an hour,100%,100%,f,https://a0.muscache.com/im/pictures/user/32da3053-4a8f-4b97-aa2a-7ad4e35a1660.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/32da3053-4a8f-4b97-aa2a-7ad4e35a1660.jpg?aki_policy=profile_x_medium,Adams Point,1,8,"['email', 'phone']",t,t,,Adams Point,,37.81618,-122.25262,Entire home,Entire home/apt,4,,1 bath,,2,[],$147.00,3,1125,3,3,1125,1125,3.0,1125.0,,t,0,0,0,249,2023-12-21,24,6,0,2021-09-19,2023-10-02,4.63,4.67,4.29,4.63,4.63,4.96,4.5,,t,1,1,0,0,0.87
26871769,https://www.airbnb.com/rooms/26871769,20231220185646,2023-12-21,previous scrape,Rental unit in Oakland · 1 bedroom · 1 bed · 1 shared bath,"Walking distance to the Iconic lake Merrit, known for it's farmers market and Lakeshore know for all of the local little shops and restaurants. Oakland is the Brooklyn of the Bay!",51099222,https://www.airbnb.com/users/show/51099222,Zoraida,2015-12-11,"San Francisco, CA","I love to go out on weekend and work in the weekdays. I work as a commercial Accounts Manager for a company here in the bay and love to go out with co-workers. 
I am into running a little bit and love to hang out with friends. Wine and Netflix is how I unwind and the occasional take out. I love Mexican food and not a fan of cooking :(. Wine bars is what I scavenge for and hopefully they have a nice cheese plate. I love all types of music =)",N/A,N/A,N/A,f,https://a0.muscache.com/im/pictures/user/388abb2b-9e6e-4bde-8326-67726eaaf1a8.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/388abb2b-9e6e-4bde-8326-67726eaaf1a8.jpg?aki_policy=profile_x_medium,Ivy Hill,1,1,"['email', 'phone']",t,f,"Oakland, California, United States",Ivy Hill,,37.80058,-122.24337,Private room in rental unit,Private room,3,,1 shared bath,,1,[],$63.00,2,1125,2,2,1125,1125,2.0,1125.0,,t,0,0,0,0,2023-12-21,0,0,0,,,,,,,,,,,f,1,0,1,0,
27100330,https://www.airbnb.com/rooms/27100330,20231220185646,2023-12-21,previous scrape,Rental unit in Oakland · 1 bedroom · 1 bed · 1 bath,"My home is located in the quiet, multicultural Laurel district. Nearby stores are The Food Mill, Safeway, Farmers Joe’s, The Goodwill, Ace hardware, KFC, Sequoia Diner, nail salons, churches and more!",203955951,https://www.airbnb.com/users/show/203955951,Tasheen,2018-07-21,"Piedmont, CA",,N/A,N/A,N/A,f,https://a0.muscache.com/im/pictures/user/0e9263c5-6168-411b-8651-f4c4d0c51b36.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/0e9263c5-6168-411b-8651-f4c4d0c51b36.jpg?aki_policy=profile_x_medium,Fruitvale,3,3,['phone'],t,t,"Oakland, California, United States",Laurel,,37.79414,-122.20686,Entire rental unit,Entire home/apt,2,,1 bath,,1,[],$70.00,1,1125,1,1,1125,1125,1.0,1125.0,,t,0,0,0,0,2023-12-21,0,0,0,,,,,,,,,,,f,3,3,0,0,
27143434,https://www.airbnb.com/rooms/27143434,20231220185646,2023-12-20,city scrape,Home in Oakland · *4.86 · 1 bedroom · 1 bed · 1 bath,It's a rapid improved family residence call long fellow neighborhood. Two blocks to telegraphy Ave with all kind of restaurant and shops. Walking 3 blocks to 40th Street where you will find the Bart station.,2283153,https://www.airbnb.com/users/show/2283153,Rox Sun,2012-05-03,"San Francisco, CA","Welcome guests come to visit Bay Area for work or school. Please feel free to ask questions on your stay, we like you feel as comfortable to stay here as your home.
Wendy is the key person to welcome guests and help them with questions and accommodation needs.
",within a few hours,90%,100%,t,https://a0.muscache.com/im/pictures/user/d35fcf5f-8e91-4b87-88a7-0318a4f14984.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/d35fcf5f-8e91-4b87-88a7-0318a4f14984.jpg?aki_policy=profile_x_medium,South Berkeley,20,29,"['email', 'phone']",t,t,"Oakland, California, United States",Longfellow,,37.83356,-122.26934,Entire home,Entire home/apt,2,,1 bath,,1,[],$76.00,14,1125,14,14,1125,1125,14.0,1125.0,,t,15,43,73,348,2023-12-20,28,3,0,2018-08-06,2023-11-12,4.86,4.89,4.57,4.96,4.89,4.71,4.68,,f,10,1,9,0,0.43
27236799,https://www.airbnb.com/rooms/27236799,20231220185646,2023-12-20,city scrape,Home in Oakland · *4.90 · 1 bedroom · 2 beds · 1 private bath,"The neighborhood is mostly owner occupied, quiet and improving a lot recent years. You will see the bicycle riders and dog walking families all the time. Beautiful front yards of our neighbors are charming and stylish. <br />The guests mostly like the short walking distant to MacArthur Bart station.<br />According to REDFIN website: This area is very walk-able with walk score 87  — most errands can be accomplished on foot. Transit is excellent (Transit Score 74 ), convenient for most trips. It's a biker's paradise with Bike Score 92. Your daily errands can be accomplished on a bike.",2283153,https://www.airbnb.com/users/show/2283153,Rox Sun,2012-05-03,"San Francisco, CA","Welcome guests come to visit Bay Area for work or school. Please feel free to ask questions on your stay, we like you feel as comfortable to stay here as your home.
Wendy is the key person to welcome guests and help them with questions and accommodation needs.
",within a few hours,90%,100%,t,https://a0.muscache.com/im/pictures/user/d35fcf5f-8e91-4b87-88a7-0318a4f14984.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/d35fcf5f-8e91-4b87-88a7-0318a4f14984.jpg?aki_policy=profile_x_medium,South Berkeley,20,29,"['email', 'phone']",t,t,"Oakland, California, United States",Longfellow,,37.83349,-122.26975,Private room in home,Private room,2,,1 private bath,,2,[],$69.00,28,1125,28,28,1125,1125,28.0,1125.0,,t,30,60,90,365,2023-12-20,20,3,0,2018-08-31,2023-08-01,4.9,4.85,4.85,4.95,5.0,4.85,4.85,,t,10,1,9,0,0.31
27254515,https://www.airbnb.com/rooms/27254515,20231220185646,2023-12-21,previous scrape,Rental unit in Oakland · 1 bedroom · 1 bed · 1 bath,,203955951,https://www.airbnb.com/users/show/203955951,Tasheen,2018-07-21,"Piedmont, CA",,N/A,N/A,N/A,f,https://a0.muscache.com/im/pictures/user/0e9263c5-6168-411b-8651-f4c4d0c51b36.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/0e9263c5-6168-411b-8651-f4c4d0c51b36.jpg?aki_policy=profile_x_medium,Fruitvale,3,3,['phone'],t,t,,Laurel,,37.7943,-122.20693,Entire rental unit,Entire home/apt,2,,1 bath,,1,[],$50.00,10,10,10,10,10,10,10.0,10.0,,t,0,0,0,0,2023-12-21,0,0,0,,,,,,,,,,,f,3,3,0,0,
27258542,https://www.airbnb.com/rooms/27258542,20231220185646,2023-12-21,previous scrape,Home in Oakland · *5.0 · 1 bedroom · 1 bed · 1 bath,Quite neighborhood close to hiking and biking trails,25069429,https://www.airbnb.com/users/show/25069429,Mahsa,2014-12-21,"Piedmont, CA",,within a day,100%,43%,f,https://a0.muscache.com/im/pictures/user/1c9eb949-e3cc-49aa-9d51-377788b0fc8a.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/1c9eb949-e3cc-49aa-9d51-377788b0fc8a.jpg?aki_policy=profile_x_medium,,2,2,"['email', 'phone', 'work_email']",t,f,"Oakland, California, United States",Piedmont Pines,,37.82978,-122.1905,Entire home,Entire home/apt,2,,1 bath,,1,[],$190.00,1,1125,1,1,1125,1125,1.0,1125.0,,t,0,0,0,0,2023-12-21,3,1,0,2018-08-06,2023-05-13,5.0,5.0,5.0,5.0,5.0,5.0,5.0,,f,1,1,0,0,0.05
27291774,https://www.airbnb.com/rooms/27291774,20231220185646,2023-12-20,city scrape,Rental unit in Oakland · *4.78 · 1 bedroom · 1 bed · 1 bath,"I have lived in this neighborhood for over 35 years and I love it. The community is extremely friendly and diverse. We have a wonderful mix of small local businesses and this apartment sits in between the Dimond District and the Laurel District. Both commercial districts are full of wonderful restaurants and retail shops. If you are looking for Oakland souvenirs, Oaklandish or Movement Ink sell unique Oakland T-shirts, jackets, posters, cups etc.",17223105,https://www.airbnb.com/users/show/17223105,Shari,2014-06-24,"Oakland, CA","I have lived in Oakland California my whole life. My children are grown and my son just finished college. I am interested in traveling more now that my children are independent. I work as the Executive Director of a wonderful non-profit organization which works to revitalize a commercial area through beautification projects, cleaning and safety contracts, art projects, marketing and community events. I love music, chocolate, sunshine, laughing, and good company. I enjoy exploring new areas. I am very respectful of others and other peoples property and would make an ideal guest. :-)",within an hour,100%,100%,t,https://a0.muscache.com/im/pictures/user/8ab05ed2-2043-4566-9d08-a2444ca2fd89.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/8ab05ed2-2043-4566-9d08-a2444ca2fd89.jpg?aki_policy=profile_x_medium,Upper Dimond,5,5,"['email', 'phone']",t,t,"Oakland, California, United States",Upper Dimond,,37.79948,-122.20867,Entire rental unit,Entire home/apt,2,,1 bath,,1,[],$98.00,30,120,30,30,120,120,30.0,120.0,,t,4,34,64,154,2023-12-20,65,2,0,2018-08-05,2023-09-21,4.78,4.89,4.75,4.94,4.95,4.6,4.78,,f,5,5,0,0,0.99
27338930,https://www.airbnb.com/rooms/27338930,20231220185646,2023-12-21,previous scrape,Home in Oakland · *4.96 · 3 bedrooms · 3 beds · 2.5 baths,"The Grand Lake neighborhood is walking distance to Lake Merritt,  and the wonderful shopping/walkable Grand Avenue and Lakeshore Avenue. Tons of interesting shops and restaurants, and the famous Grand Lake Farmers’ Market on Saturdays.",1012668,https://www.airbnb.com/users/show/1012668,Christina,2011-08-23,"Oakland, CA",,within a day,100%,57%,t,https://a0.muscache.com/im/pictures/user/1332290d-b377-4ff4-9655-96793ee3dccb.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/1332290d-b377-4ff4-9655-96793ee3dccb.jpg?aki_policy=profile_x_medium,Grand Lake,2,2,"['email', 'phone']",t,t,"Oakland, California, United States",Grand Lake,,37.81654,-122.2491,Entire home,Entire home/apt,6,,2.5 baths,,3,[],$300.00,4,28,4,4,28,28,4.0,28.0,,t,12,42,72,156,2023-12-21,28,6,0,2019-01-02,2023-08-20,4.96,5.0,4.93,4.93,4.93,4.96,4.89,,f,2,1,1,0,0.46
27369653,https://www.airbnb.com/rooms/27369653,20231220185646,2023-12-20,city scrape,Home in Berkeley · *4.40 · 3 bedrooms · 3 beds · 2 baths,"In a canyon behind the Claremont hotel. Quiet and peaceful, it feels like you are in a tree house, with views of a wildland park from living room windows.<br /><br />Walk to the fire trail that starts south of the Cal campus for a great hike and lovely views of the bay, the Golden Gate Bridge, and San Francisco.",4873727,https://www.airbnb.com/users/show/4873727,Erika,2013-01-28,"Berkeley, CA","From Berkeley, love to spend time outside and to explore new places.",within an hour,100%,92%,t,https://a0.muscache.com/im/pictures/user/6828a614-7ff2-4951-be4b-5a944c3943cb.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/6828a614-7ff2-4951-be4b-5a944c3943cb.jpg?aki_policy=profile_x_medium,Railroad District,3,3,"['email', 'phone']",t,t,"Berkeley, California, United States",Panoramic Hill,,37.86317,-122.23568,Entire home,Entire home/apt,4,,2 baths,,3,[],$495.00,14,1125,14,14,1125,1125,14.0,1125.0,,t,11,41,71,346,2023-12-20,5,0,0,2018-11-10,2019-08-12,4.4,5.0,4.8,4.8,4.2,5.0,4.4,,f,2,2,0,0,0.08
27373963,https://www.airbnb.com/rooms/27373963,20231220185646,2023-12-20,city scrape,Home in Oakland · 3 bedrooms · 2 beds · 1.5 shared baths,Neighborhood is quiet so no loud music or loud outdoor hangout.  Very peaceful space.,104267163,https://www.airbnb.com/users/show/104267163,Lenora,2016-11-18,"Oakland, CA",,N/A,N/A,N/A,f,https://a0.muscache.com/im/pictures/user/6b76a519-101f-490a-bafc-bd3c36935235.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/6b76a519-101f-490a-bafc-bd3c36935235.jpg?aki_policy=profile_x_medium,Caballo Hills,2,4,"['email', 'phone']",t,t,"Oakland, California, United States",Leona Heights,,37.78088,-122.17123,Private room in home,Private room,2,,1.5 shared baths,,2,[],$100.00,7,30,7,7,30,30,7.0,30.0,,t,27,57,87,362,2023-12-20,0,0,0,,,,,,,,,,,f,2,0,2,0,
27487912,https://www.airbnb.com/rooms/27487912,20231220185646,2023-12-20,city scrape,Tiny home in Oakland · *5.0 · 1 bedroom · 1 bed · 1 bath,The cottage is is the San Antonio park district and a 5 mins drive to Lake Merritt. Its a historic neighborhood of Oakland that is gentrified with families who have set roots in this colorful hilly eastern side.,68879,https://www.airbnb.com/users/show/68879,Su,2010-01-08,"Oakland, CA",,within an hour,100%,100%,f,https://a0.muscache.com/im/pictures/user/094be3dc-4a59-43da-90d2-2f3485733d48.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/094be3dc-4a59-43da-90d2-2f3485733d48.jpg?aki_policy=profile_x_medium,Highland Terrace,2,5,"['email', 'phone']",t,t,"Oakland, California, United States",Highland Terrace,,37.79288,-122.23478,Tiny home,Entire home/apt,2,,1 bath,,1,[],$145.00,2,4,2,2,4,4,2.0,4.0,,t,28,58,88,363,2023-12-20,9,0,0,2019-01-24,2019-11-19,5.0,5.0,4.89,5.0,4.89,4.78,4.78,,f,1,1,0,0,0.15
27558975,https://www.airbnb.com/rooms/27558975,20231220185646,2023-12-20,city scrape,Home in Oakland · *4.92 · 1 bedroom · 1 bed · 1 shared bath,"FREE ADVICE ON THINGS TO DO IN THE BAY AREA <br /><br />2 Blocks to Bart. <br /><br />15 Minutes Bart to San Francisco.<br /><br />4 Blocks to Safeway (Groceries).<br /><br />1 Block north is a great walking neighborhood <br /><br />5 Blocks to Temescal Eat Street.<br /><br />5 minutes to <br />* Kaiser Hospital<br />* Pixar Studios<br />* Ikea<br />* Trader Joes<br />* the Apple Store<br /><br /><br />Neighborhood  is like Brooklyn.  Inside it feels hotel-like, bright and cheery.",178453568,https://www.airbnb.com/users/show/178453568,Peter,2018-03-14,"Minneapolis, MN",Hello! I am a world traveler myself (though not nearly as much as I would like) and a working professional in the IT field (no I'm not boring!).  I am proud of Oakland and San Francisco and hope that all my guests have a wonderful experience!,within an hour,100%,97%,t,https://a0.muscache.com/im/pictures/user/e3a9f0e5-e942-47f5-853e-9f7409aa7fc5.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/e3a9f0e5-e942-47f5-853e-9f7409aa7fc5.jpg?aki_policy=profile_x_medium,Longfellow,2,2,"['email', 'phone', 'work_email']",t,t,"Oakland, California, United States",Longfellow,,37.82652,-122.27208,Private room in home,Private room,2,,1 shared bath,,1,[],$65.00,3,30,3,3,1125,1125,3.0,1125.0,,t,0,0,17,151,2023-12-20,102,11,0,2018-09-11,2023-07-08,4.92,4.99,4.93,4.99,5.0,4.64,4.87,,f,2,1,1,0,1.59
27609607,https://www.airbnb.com/rooms/27609607,20231220185646,2023-12-20,city scrape,Home in Oakland · *4.55 · 1 bedroom · 1 bed · 1.5 shared baths,This is a quiet neighborhood within walking distance to almost everything.,29569998,https://www.airbnb.com/users/show/29569998,Iris,2015-03-18,"Oakland, CA",Retired love to travel,within an hour,100%,100%,f,https://a0.muscache.com/im/pictures/user/bac24139-f7a3-406d-8358-dbbcea2f76df.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/bac24139-f7a3-406d-8358-dbbcea2f76df.jpg?aki_policy=profile_x_medium,West Oakland,1,1,"['email', 'phone']",t,t,"Oakland, California, United States",San Pablo Gateway,,37.81034,-122.27568,Private room in home,Private room,2,,1.5 shared baths,,1,[],$60.00,1,1125,1,1,1125,1125,1.0,1125.0,,t,29,59,89,179,2023-12-20,29,16,0,2022-04-09,2023-11-09,4.55,4.62,4.72,4.72,4.72,4.1,4.34,,f,1,0,1,0,1.40
27632383,https://www.airbnb.com/rooms/27632383,20231220185646,2023-12-21,previous scrape,Home in Oakland · 1 bedroom · 1 bed · 1.5 baths,"The neighborhood is quiet, yet among everything.  Easy access to freeways, BART, Lake Merritt, Grand Lake Movie Theater and a host of restaurants, bars and stores.",57823968,https://www.airbnb.com/users/show/57823968,Paul,2016-02-08,"Oakland, CA",,within a day,80%,57%,f,https://a0.muscache.com/im/pictures/user/cf40ee3a-64bd-4c7f-9a2a-4d8c4844a7d4.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/cf40ee3a-64bd-4c7f-9a2a-4d8c4844a7d4.jpg?aki_policy=profile_x_medium,Cleveland Heights,2,3,"['email', 'phone']",t,f,"Oakland, California, United States",Cleveland Heights,,37.80585,-122.2457,Entire home,Entire home/apt,1,,1.5 baths,,1,[],$95.00,7,30,7,7,30,30,7.0,30.0,,t,0,0,0,0,2023-12-21,0,0,0,,,,,,,,,,,f,1,1,0,0,
27638594,https://www.airbnb.com/rooms/27638594,20231220185646,2023-12-20,city scrape,Guest suite in Oakland · *4.93 · 1 bedroom · 1 bed · 1 bath,"Safe upscale neighborhood with fabulous views. We are also close to 2 areas with shops and restaurants.  Montclair Village also has a farmers market on Sundays. College Avenue is a gourmet's delight with its food shops, cafes, bakeries, ice cream shops etc.<br />It is also close to UC Berkeley campus.<br /><br />Walking distance also to Temescal Park and lake. Lots of nature trails within 10 minute drive.",12159309,https://www.airbnb.com/users/show/12159309,Hwee,2014-02-11,"Piedmont, CA",I  believe we are all citizens of the world. Traveling is not only exciting but meeting people from different backgrounds  really broadens ones mind. Becoming  a host is an extension of that belief. Its great to have an opportunity to be hospitable and to share my home with others as  much as I enjoy the hospitality of others.  ,within a few hours,100%,93%,f,https://a0.muscache.com/im/pictures/user/e17f722d-ee7e-4955-9b0f-da1c38c1540d.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/e17f722d-ee7e-4955-9b0f-da1c38c1540d.jpg?aki_policy=profile_x_medium,Upper Rockridge,1,1,"['email', 'phone']",t,t,"Oakland, California, United States",Upper Rockridge,,37.84,-122.22798,Entire guest suite,Entire home/apt,2,,1 bath,,1,[],$123.00,2,1125,3,3,1125,1125,3.0,1125.0,,t,12,12,30,120,2023-12-20,41,7,1,2018-09-14,2023-12-16,4.93,4.93,4.85,5.0,4.98,4.9,4.85,,f,1,1,0,0,0.64
